Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip 
"SEARS, ROEBUCK AND CO.",Furniture Sales - 242,Misrepresentation - M01,01/22/2016,02/11/2016,No Satisfactory Agreement - NSA,No,0.00,3333,BEVERLY RD,,HOFFMAN ESTATES,IL,60179,10018
AMERICAN GENERAL GROUP LLC,Home Improvement Contractor - 100,Non-Delivery of Service - N02,09/14/2015,11/05/2015,Referred to Hearing - RTH,No,0.00,4175,VETERANS HWY,408,RONKONKOMA,NY,11779,11693
PANDORA VENTURES LLC,Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,07/21/2015,09/16/2015,Consumer Withdrew Complaint - CWC,NA,0.00,494,BROADWAY,,NEW YORK,NY,10012,11221
NY CAMERA & ELECTRONICS CORP.,Electronic Store - 001,Advertising/Misleading - A02,02/17/2015,03/20/2015,Advised to Sue - ATS,No,0.00,494,8TH AVE,,NEW YORK,NY,10001,1425
PREPAID MOBILE SHOP LLC,Electronic Store - 001,,02/03/2015,02/03/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,488,7TH AVE,,NEW YORK,NY,10011,
"I. C. SYSTEM, INC.",Debt Collection Agency - 122,Billing Dispute - B02,02/18/2015,02/26/2015,Bill Reduced - BLR,Yes,3597.00,,,,,,,10024
KTY CONSTRUCTION CORP,Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/04/2015,12/16/2015,Advised to Sue - ATS,No,0.00,13011,92ND AVE,,RICHMOND HILL,NY,11418,11205
PHONE MASTERS LLC,Electronic Store - 001,Defective Goods - D02,02/09/2016,03/08/2016,Goods Exchanged - GEX,Yes,178.00,472,FULTON ST,,BROOKLYN,NY,11201,00000
EL REY FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/13/2016,03/04/2016,Referred to Outside - RTO,NA,0.00,605,W 207TH ST,,NEW YORK,NY,10034,10040
COLLECTION TECHNOLOGY INCORPORATED,Debt Collection Agency - 122,Billing Dispute - B02,02/13/2015,03/31/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,,,,,,,10453
BAY RIDGE FOREIGN AUTO SALES CORP.,Secondhand Dealer Auto - 005,Misrepresentation - M01,12/30/2015,02/05/2016,Cash Amount - AMT,Yes,4300.00,7500,W SIDE AVE,,NORTH BERGEN,NJ,07047,11218
ENTERPRISE 87 CORP.,Garage - 049,Damaged Goods - D01,04/23/2015,06/18/2015,Referred to Hearing - RTH,No,0.00,PO BOX,30286,,NEW YORK,NY,10011,10594
CYCLONE APPLIANCE SERVICE,Electronic & Home Appliance Service Dealer - 115,Refund Policy - R01,10/13/2015,11/09/2015,Advised to Sue - ATS,No,0.00,3090,14TH ST,,ASTORIA,NY,11102,11106
"HAMILTON AVENUE AUTO SALES, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,06/17/2015,08/19/2015,Goods Exchanged - GEX,Yes,0.00,39,16TH ST,,BROOKLYN,NY,11215,19023
,Secondhand Dealer Auto - 005,Misrepresentation - M01,07/14/2015,08/06/2015,No Satisfactory Agreement - NSA,No,0.00,,,,,,,11354
"STANTON, RICHARD M",Home Improvement Contractor - 100,Breach of Contract - B03,05/12/2015,06/30/2015,Referred to Hearing - RTH,No,0.00,11,LIVINGSTON AVE,,STATEN ISLAND,NY,10314,10308
EXPERT FINISHING,Home Improvement Contractor - 100,Breach of Contract - B03,08/07/2015,09/01/2015,Unable to Locate Business - ULV,NA,0.00,562,W 190TH ST,,NEW YORK,NY,10040,10128
BORO B CONSTRUCTION INC.,Misc Non-Food Retail - 817,Quality of Work - Q01,10/02/2015,11/13/2015,Advised to Sue - ATS,No,0.00,2020,62ND ST,APT 2R,BROOKLYN,NY,11204,10021
SR & R INC.,Electronic Store - 001,,07/01/2015,07/24/2015,Advised to Sue - ATS,No,0.00,1628,BROADWAY,,NEW YORK,NY,10019,5111
"UNITED BROTHERS AUTO SALES, INC.",Secondhand Dealer Auto - 005,Damaged Goods - D01,06/03/2015,08/12/2015,Complaint Invalid - CIN,NA,0.00,16115,HILLSIDE AVE,,JAMAICA,NY,11432,08873
L.A. PAWNSHOP CORP.,Pawnbroker - 080,Non-Delivery of Goods - N01,02/09/2015,03/19/2015,Unable to Locate Business - ULV,NA,0.00,1208,CASTLE HILL AVE,,BRONX,NY,10462,10463
NU CHOICE,Mailorder Misc - 319,Non-Delivery of Goods - N01,10/26/2015,11/23/2015,Unable to Locate Business - ULV,NA,0.00,24922,147TH AVE,,ROSEDALE,NY,11422,10963
H & S WIRELESS NY INC.,Electronic Store - 001,Outstanding Judgment - J01,01/05/2015,02/11/2015,Cash Amount - AMT,Yes,322.00,967A,SOUTHERN BLVD,,BRONX,NY,10459,10462
"CAVALLO, JOSEPH",Home Improvement Contractor - 100,Breach of Contract - B03,09/21/2015,11/16/2015,Referred to Hearing - RTH,No,0.00,93,HIGHLAND RD,,STATEN ISLAND,NY,10308,10312
"SATCH & FABLE, LLC",Misc Non-Food Retail - 817,Defective Goods - D02,03/17/2016,04/19/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,318,GRAND ST,2G,BROOKLYN,NY,11211,TQ12
BELLE HARBOR ROOFING AND SIDING,Home Improvement Contractor - 100,Breach of Warranty - B04,01/05/2016,02/24/2016,Advised to Sue - ATS,No,0.00,148,BEACH 129TH ST,,ROCKAWAY PARK,NY,11694,32128
2479 GRAND CONCOURSE INC,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,03/24/2015,05/15/2015,Cash Amount - AMT,Yes,130.00,2479,GRAND CONCOURSE,,BRONX,NY,10468,10459
A1 STAFFING SOLUTIONS LLC,Employment Agency - 034,Advertising/Misleading - A02,12/29/2015,01/29/2016,No Consumer Response - NCR,NA,0.00,32,E KINGSBRIDGE RD,,BRONX,NY,10468,10456
BOLTON'S #432,Wearing Apparel - 450,Refund Policy - R01,12/03/2015,12/15/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,253,BROADWAY,,NEW YORK,NY,10007,10468
ISLAND AUTO GROUP,Secondhand Dealer Auto - 005,Breach of Contract - B03,11/10/2015,11/30/2015,Cash Amount - AMT,Yes,621.00,1239,HYLAN BLVD,,STATEN ISLAND,NY,10305,10303
COHEN'S FASHION OPTICAL OF AMERICA INC,Misc Non-Food Retail - 817,,02/10/2016,04/01/2016,Store Credit - SCR,Yes,795.00,86,W 125TH ST,,NEW YORK,NY,10027,
APEX AUTO DEALERS II INC.,Secondhand Dealer Auto - 005,Breach of Contract - B03,05/15/2015,08/04/2015,Consumer Took Action - CTA,No,0.00,7025,QUEENS BLVD,,WOODSIDE,NY,11377,06854
"BRACCI FENCE, INC.",Home Improvement Contractor - 100,Quality of Work - Q01,06/02/2015,07/10/2015,Advised to Sue - ATS,No,0.00,1440,UTICA AVE,,BROOKLYN,NY,11203,11234
ENTERPRISE 60TH STREET LLC,Garage - 049,Surcharge/Overcharge - S02,08/12/2015,08/24/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,12.00,PO,W END AVE,30286,NEW YORK,NY,10011,11230
MARY ARNOLD TOYS,Misc Non-Food Retail - 817,Other - Z01,02/11/2016,03/04/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,1010,LEXINGTON AVE,,NEW YORK,NY,10021,11224
CASH EMPIRE LLC,Pawnbroker - 080,Breach of Contract - B03,06/23/2015,08/21/2015,Advised to Sue - ATS,No,0.00,2120,NOSTRAND AVE,,BROOKLYN,NY,11210,11234
CIGI BICYCLE SHOP,Misc Non-Food Retail - 817,Damaged Goods - D01,04/24/2015,05/14/2015,Goods Exchanged - GEX,Yes,470.00,9264,QUEENS BLVD,,REGO PARK,NY,11374,11378
VG NICOLS FURNITURE,Furniture Sales - 242,Damaged Goods - D01,08/03/2015,09/01/2015,Advised to Sue - ATS,No,0.00,3840,BOSTON RD,,BRONX,NY,10475,10710
TURBO TAX,Tax Preparers - 891,Misrepresentation - M01,04/29/2015,05/12/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,63.00,2800,E COMMERCE CENTER PL,,TUCSON,AZ,85706,10469
"Valentine & Kebartas, LLC",Debt Collection Agency - 122,Harassment - H01,02/05/2016,02/16/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,15,UNION ST,,LAWRENCE,MA,01840,10029
SAFECON BUILDERS CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,09/21/2015,10/06/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,3957,FLATLANDS AVE,,BROOKLYN,NY,11234,11226
SPRINT SPECTRUM L.P.,Electronic Store - 001,Breach of Contract - B03,02/02/2016,03/15/2016,Bill Reduced - BLR,Yes,883.00,6500,SPRINT PKWY,,OVERLAND PARK,KS,66251,10462
DANES PARKING CORP.,Garage - 049,Damaged Goods - D01,06/12/2015,06/24/2015,Goods Repaired - GRS,Yes,381.00,53,E 177TH ST,,BRONX,NY,10453,10453
WD PLUS INC,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,12/10/2015,12/30/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,6908,BAY PKWY,,BROOKLYN,NY,11204,11204
"STAR HYUNDAI, LLC",Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,11/09/2015,12/04/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,20626,NORTHERN BLVD,,BAYSIDE,NY,11361,11361
,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,05/06/2015,05/28/2015,Cash Amount - AMT,Yes,150.00,,,,,,,11413
"CARRIAGE HOUSE COLLISION, INC.",Tow Truck Company - 124,,07/09/2015,07/21/2015,Cash Amount - AMT,Yes,136.00,6128,FRESH MEADOW LN,,FLUSHING,NY,11365,11355
ALL ACCESS SERVICES,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,03/05/2015,05/11/2015,Advised to Sue - ATS,No,0.00,55,W 45TH ST,FL 7,NEW YORK,NY,10036,11208
GIFTS ON BROADWAY,Misc Non-Food Retail - 817,Misrepresentation - M01,11/24/2015,12/09/2015,No Consumer Response - NCR,NA,0.00,1719,BROADWAY,,NEW YORK,NY,10019,
"BEST BUY STORES, L.P.",Appliances - 244,Defective Goods - D02,01/26/2016,02/03/2016,Cash Amount - AMT,Yes,200.00,7601,PENN AVE S,,MINNEAPOLIS,MN,55423,10461
EMPIRE TODAY LLC,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,02/12/2016,03/03/2016,Cash Amount - AMT,Yes,2000.00,333,NORTHWEST AVE,,NORTHLAKE,IL,60164,10469
PHYSICIANS OF UNIVERSITY HOSPITAL PC,Misc Non-Food Retail - 817,Billing Dispute - B02,02/09/2015,02/12/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,1,EDGEWATER ST,6,STATEN ISLAND,NY,10305,10307
MYLAH FURNITURE INC.,Furniture Sales - 242,Refund Policy - R01,07/14/2015,09/10/2015,Advised to Sue - ATS,No,0.00,41,CHERRYTREE LN,,ROSLYN HEIGHTS,NY,11577,11208
SUITS & SKIRTS CLEANERS,Dry Cleaners - 230,Non-Delivery of Service - N02,05/11/2015,06/23/2015,Advised to Sue - ATS,No,0.00,160,E 28TH ST,,NEW YORK,NY,10016,10016
STUDIO ANISE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,09/11/2015,11/16/2015,Advised to Sue - ATS,No,0.00,21,GREENE ST,,NEW YORK,NY,10013,60622
"MR WIRELESS, INC.",Electronic Store - 001,Breach of Contract - B03,02/04/2015,02/10/2015,Cash Amount - AMT,Yes,150.00,2855,3RD AVE,,BRONX,NY,10455,10456
"DRAGON FLY III, INC",Jewelry Store-Retail - 823,Surcharge/Overcharge - S02,08/18/2015,09/18/2015,Advised to Sue - ATS,No,0.00,9041,160TH ST,,JAMAICA,NY,11432,
MR CLEAN INC.,Dry Cleaners - 230,Non-Delivery of Service - N02,06/17/2015,08/04/2015,Cash Amount - AMT,Yes,65.00,336,ALBANY AVE,,BROOKLYN,NY,11213,11213
SHOP RITE,Supermarket - 819,Misrepresentation - M01,12/24/2015,01/21/2016,Store Credit - SCR,Yes,30.00,2424,HYLAN BLVD,,STATEN ISLAND,NY,10306,10305
PATRIOT HOME REMODELING INC.,Home Improvement Contractor - 100,Quality of Work - Q01,03/07/2016,04/11/2016,Referred to Hearing - RTH,No,0.00,2442,LEGION ST,,BELLMORE,NY,11710,11434
NU CHOICE,Mailorder Misc - 319,Non-Delivery of Goods - N01,11/09/2015,11/18/2015,Unable to Locate Business - ULV,NA,0.00,24922,147TH AVE,,ROSEDALE,NY,11422,12051
STARLIGHT OPTICAL INC.,Misc Non-Food Retail - 817,Refund Policy - R01,04/13/2016,04/18/2016,Cash Amount - AMT,Yes,60.00,1501,GRAVESEND NECK RD,,BROOKLYN,NY,11229,11229
"ALL ABOUT AUTOMOTIVE II, INC.",Tow Truck Company - 124,Surcharge/Overcharge - S02,09/04/2015,11/13/2015,Referred to Hearing - RTH,No,0.00,319,DEVOE ST,,BROOKLYN,NY,11211,11224
JAY'S TOWING INC,Tow Truck Company - 124,Refund Policy - R01,11/24/2015,12/04/2015,Cash Amount - AMT,Yes,68.00,13316,35TH AVE,,FLUSHING,NY,11354,11355
TAKING OVER WIRELESS INC.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,08/10/2015,10/07/2015,Advised to Sue - ATS,No,0.00,261,E FORDHAM RD,,BRONX,NY,10458,10468
T-MOBILE NORTHEAST LLC,Electronic Store - 001,Breach of Contract - B03,07/24/2015,08/18/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,2711,,,Wilmington,DE,19808,11221
PSI CONSTRUCTION LLC,Home Improvement Contractor - 100,Breach of Contract - B03,01/14/2016,03/17/2016,Referred to Hearing - RTH,No,0.00,629,W 170TH ST,1A,NEW YORK,NY,10032,10011
AEROLINEAS ARGENTINAS,Misc Non-Food Retail - 817,Misrepresentation - M01,04/03/2015,04/16/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,786.00,1000,NW 57TH CT,120,MIAMI,FL,33126,10162
UNLIMITED VACATION CLUB,Other,Misrepresentation - M01,10/27/2015,11/19/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,6500.00,9450,SUNSET DR,,MIAMI,FL,33173,10035
"CYPRESS MOTORS OF RIDGEWOOD INC,",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,03/14/2016,04/15/2016,Advised to Sue - ATS,No,0.00,7903,CYPRESS AVE,,RIDGEWOOD,NY,11385,06053
FIVE STAR ELECTRONICS AND APPLIANCES INC.,Electronic Store - 001,Surcharge/Overcharge - S02,03/24/2016,04/13/2016,Consumer Took Action - CTA,No,0.00,918,UTICA AVE,,BROOKLYN,NY,11203,11225
"LEADING EDGE RECOVERY SOLUTIONS, L.L.C.",Debt Collection Agency - 122,Harassment - H01,02/04/2016,02/29/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,70,MANSELL CT,STE 250,ROSWELL,GA,30076,10029
DREAM WORLD FURNITURE CORP.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/14/2015,06/03/2015,Goods Exchanged - GEX,Yes,450.00,2997,3RD AVE,,BRONX,NY,10455,10455
MENA CONSTRUCTION INC,Home Improvement Contractor - 100,Non-Delivery of Service - N02,09/15/2015,10/08/2015,Cash Amount - AMT,Yes,1000.00,1,FULTON AVE,,HEMPSTEAD,NY,11550,11436
JZANUS LTD.,Debt Collection Agency - 122,Billing Dispute - B02,01/27/2016,02/10/2016,Bill Reduced - BLR,Yes,0.00,170,JERICHO TPKE,,FLORAL PARK,NY,11001,11691
FURNITURE & LIGHTING II,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,03/17/2016,04/20/2016,Cash Amount - AMT,Yes,520.00,6217,18TH AVE,,BROOKLYN,NY,11204,11223
JOWELL CLEANERS INC.,Dry Cleaners - 230,Non-Delivery of Goods - N01,12/22/2015,12/28/2015,Goods Received - GDR,Yes,78.00,1838,ANTHONY AVE,,BRONX,NY,10457,10025
"BLACK HAMMER CONSTRUCTION, INC.",Home Improvement Contractor - 100,Quality of Work - Q01,08/04/2015,10/01/2015,Referred to Hearing - RTH,No,0.00,19006,122ND AVE,,SPRNGFLD GDNS,NY,11413,11374
"ORBITZ WORLDWIDE, INC",Travel Agency - 440,Refund Policy - R01,11/05/2015,11/19/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,500,W MADISON ST,STE 1000,CHICAGO,IL,60661,10458
"CELL CITY COMMUNICATION, INC.",Electronic Store - 001,Breach of Contract - B03,06/10/2015,06/17/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,3439,JEROME AVE,,BRONX,NY,10467,10469
"STAR AUTO SALES OF BAYSIDE, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,02/04/2015,04/24/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,31000.00,19001,NORTHERN BLVD,,FLUSHING,NY,11358,12550
135 HARLEM PARKING,Garage - 049,Damaged Goods - D01,02/29/2016,03/24/2016,Advised to Sue - ATS,No,0.00,705,W 135TH ST,,NEW YORK,NY,10031,07024
ROYAL PRESTIGE RAMI'S,Debt Collection Agency - 122,Billing Dispute - B02,04/09/2015,05/06/2015,Bill Reduced - BLR,Yes,1341.00,276,SHERMAN AVE,1D,NEW YORK,NY,10034,10451
HOME FURNISHINGS DEPOT INC.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,12/30/2015,01/26/2016,Advised to Sue - ATS,No,0.00,452,WYCKOFF AVE,,BROOKLYN,NY,11237,11207
71-70 LAUNDRY & CLEANERS INC.,Dry Cleaners - 230,Misrepresentation - M01,07/17/2015,09/15/2015,Advised to Sue - ATS,No,0.00,7170,YELLOWSTONE BLVD,,FOREST HILLS,NY,11375,11375
MIKE'S HEAVY DUTY TOWING INC.,Tow Truck Company - 124,Misrepresentation - M01,01/12/2015,03/11/2015,Referred to Outside - RTO,NA,0.00,,,,,,,11236
PREPAID MOBILE SHOP LLC,Electronic Store - 001,Misrepresentation - M01,12/19/2014,02/04/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,326.00,488,7TH AVE,,NEW YORK,NY,10011,
"ALI, PERVEZ",Home Improvement Contractor - 100,Damaged Goods - D01,05/29/2015,07/08/2015,Goods Repaired - GRS,Yes,4200.00,2820,BRIGHTON 7TH ST,FL 1,BROOKLYN,NY,11235,11429
CREDIT COLLECTIONS U.S.A.,Debt Collection Agency - 122,Billing Dispute - B02,01/13/2016,03/11/2016,Bill Reduced - BLR,Yes,0.00,16,DISTRIBUTOR DR,1,MORGANTOWN,WV,26501,11369
NORTHSIDE BAKERY,Restaurant - 818,Surcharge/Overcharge - S02,01/28/2016,02/02/2016,Cash Amount - AMT,Yes,4.00,190,NASSAU AVE,,BROOKLYN,NY,11222,11372
SLEEPY'S,Retail Store - 820,Wrong Goods - W01,10/14/2015,10/28/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1461.00,175,CENTRAL AVE S,,BETHPAGE,NY,11714,10128
TROGIR CONSTRUCTION INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,08/17/2015,10/07/2015,Consumer Took Action - CTA,No,0.00,677,PATTERSON AVE,,FRANKLIN SQ,NY,11010,11420
"HOQUE,KAZI M",Home Improvement Contractor - 100,Damaged Goods - D01,02/09/2016,03/23/2016,Cash Amount - AMT,Yes,500.00,474,E 4TH ST,APT A7,BROOKLYN,NY,11218,11203
CONEY ISLAND AUTOBODY EXPERTS INC,Tow Truck Company - 124,Billing Dispute - B02,01/08/2016,02/25/2016,Cash Amount - AMT,Yes,364.00,2481,MCDONALD AVE,,BROOKLYN,NY,11223,11204
"NATIONAL MEDICAL & SURGICAL SUPPLY, INC.",Dealer In Products For The Disabled - 119,Exchange Goods/Contract Cancelled - E01,04/22/2015,05/01/2015,No Satisfactory Agreement - NSA,No,0.00,18014,UNION TPKE,,FRESH MEADOWS,NY,11366,11365
DEVON SHOPS,Furniture Sales - 242,,05/06/2015,06/18/2015,Advised to Sue - ATS,No,0.00,111,E 27TH ST,,NEW YORK,NY,10016,11733
STATEN ISLAND MOTORS INC.,Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,07/01/2015,08/06/2015,Bill Reduced - BLR,Yes,2158.00,1590,HYLAN BLVD,,STATEN ISLAND,NY,10305,10301
"HOME DECOR FURNITURE & LIGHTING, INC",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/14/2015,06/19/2015,Advised to Sue - ATS,No,0.00,3727,NOSTRAND AVE,,BROOKLYN,NY,11235,11207
N.Y. REFRIGERATION SERVICE & APPLIANCE SERVICE,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,02/23/2016,03/18/2016,Unable to Locate Business - ULV,NA,0.00,127,W 83RD ST,,NEW YORK,NY,10024,10023
QUIK PARK WEST 42ND ST. LLC,Garage - 049,Damaged Goods - D01,12/05/2014,01/06/2015,Cash Amount - AMT,Yes,300.00,247,W 34TH ST,6TH FLOOR,NEW YORK,NY,10001,11214
FIVE STARS OF BROOKLYN IV INC.,Electronic Store - 001,Advertising/Misleading - A02,12/28/2015,01/25/2016,No Satisfactory Agreement - NSA,No,0.00,1678,NOSTRAND AVE,,BROOKLYN,NY,11226,11203
MAYORS AUTO GROUP WOODSIDE LLC,Secondhand Dealer Auto - 005,Bait & Switch - B01,11/12/2015,01/19/2016,Advised to Sue - ATS,No,0.00,5615,NORTHERN BLVD,,WOODSIDE,NY,11377,11378
SKYLINE AUTOMOBILES INC.,Auto Dealership - 212,Misrepresentation - M01,03/02/2015,04/24/2015,Consumer Took Action - CTA,No,0.00,645,11TH AVE,,NEW YORK,NY,10036,02865
"8TH AVE CAMERA & ELECTRONICS, INC.",Electronic Store - 001,Damaged Goods - D01,05/07/2015,06/22/2015,No Satisfactory Agreement - NSA,No,0.00,694,8TH AVE,,NEW YORK,NY,10036,10010
ROME FURNITURE INC,Furniture Sales - 242,Damaged Goods - D01,01/14/2016,01/27/2016,Goods Repaired - GRS,Yes,0.00,40,W FORDHAM RD,,BRONX,NY,10468,10456
"TIP TOP ALUMINUM PRODUCTS, INC.",Home Improvement Contractor - 100,Unlicensed,10/29/2015,01/21/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,1570,62ND ST,,BROOKLYN,NY,11219,10301
CEE JAY REAL ESTATE DEVELOPMENT CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,07/01/2015,08/28/2015,Goods Repaired - GRS,Yes,0.00,363,DARLINGTON AVE,,STATEN ISLAND,NY,10312,10309
,Tow Truck Company - 124,Misrepresentation - M01,02/17/2015,05/04/2015,Cash Amount - AMT,Yes,217.00,,,,,,,07010
MARTA'S CLEANERS LLC,Dry Cleaners - 230,Non-Delivery of Service - N02,07/09/2015,08/25/2015,No Satisfactory Agreement - NSA,No,0.00,534,DRIGGS AVE,GROUND FL,BROOKLYN,NY,11211,11211
RAYMOUR & FLANIGAN FURNITURE,Furniture Sales - 242,Defective Goods - D02,08/10/2015,09/01/2015,Cash Amount - AMT,Yes,200.00,7248,MORGAN RD,,LIVERPOOL,NY,13090,10462
99C BIG MARKET,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/07/2015,06/10/2015,No Satisfactory Preempted - NSP,NA,0.00,3641,MAIN ST,,FLUSHING,NY,11354,11369
LAWRENCE FURNITURE INC.,Furniture Sales - 242,Damaged Goods - D01,04/29/2015,06/09/2015,Advised to Sue - ATS,No,0.00,1238,FULTON ST,,BROOKLYN,NY,11216,11203
,Home Improvement Contractor - 100,Breach of Contract - B03,12/09/2015,12/29/2015,Referred to Hearing - RTH,No,0.00,,,,,,,10028
BID EASY LLC,Mailorder Misc - 319,Non-Delivery of Goods - N01,01/11/2016,02/17/2016,No Business Response - NVR,No,0.00,PO BOX,30178,,BROOKLYN,NY,11203,10963
"BARNES & NOBLE BOOKSELLERS, INC",Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,10/30/2015,11/24/2015,Store Credit - SCR,Yes,3.00,2245,RICHMOND AVE,,STATEN ISLAND,NY,10314,10312
HUFFMAN KOOS FURNITURE,Furniture Sales - 242,Damaged Goods - D01,05/06/2015,05/22/2015,Goods Exchanged - GEX,Yes,308.00,8646,QUEENS BLVD,,ELMHURST,NY,11373,11415
ALLIED INTERSTATE LLC,Debt Collection Agency - 122,Billing Dispute - B02,08/11/2015,08/28/2015,Bill Reduced - BLR,Yes,2745.00,70,MANSELL CT,STE 250,ROSWELL,GA,30076,10457
A & R LAUNDROMAT QUEENS VILLAGE CORP,Dry Cleaners - 230,Lost Property - L02,03/16/2015,03/24/2015,Cash Amount - AMT,Yes,40.00,3868,BROADWAY,,NEW YORK,NY,10032,11429
"BUSA COMMUNICATION & CONSTRUCTION,LLC",Misc Non-Food Retail - 817,Breach of Contract - B03,11/23/2015,01/08/2016,Advised to Sue - ATS,No,0.00,724,E 38TH ST,,BROOKLYN,NY,11210,11435
"SANTOS, JUAN A",Home Improvement Contractor - 100,Quality of Work - Q01,06/18/2015,08/05/2015,No Consumer Response - NCR,NA,0.00,10443,38TH AVE,,CORONA,NY,11368,10308
BLANCA,Restaurant - 818,Surcharge/Overcharge - S02,02/19/2016,04/04/2016,No Satisfactory Agreement - NSA,No,0.00,261,MOORE ST,,BROOKLYN,NY,11206,10017
VERIZON WIRELESS CORPORATE OFFICE,Electronic Store - 001,Breach of Contract - B03,02/23/2016,03/14/2016,Advised to Sue - ATS,No,0.00,15,FEDERAL RD,,BROOKFIELD,CT,06804,11367
"STONELEIGH RECOVERY ASSOCIATES, LLC",Debt Collection Agency - 122,Billing Dispute - B02,11/21/2014,01/02/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,810,SPRINGER DR,,LOMBARD,IL,60148,10456
"METROPCS NEW YORK, LLC",Electronic Store - 001,Breach of Contract - B03,12/18/2015,01/04/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,2711,CENTERVILLE RD,,WILMINGTON,DE,19808,11207
WIRELESS BOX OF NY INC,Electronic Store - 001,Surcharge/Overcharge - S02,12/31/2015,02/19/2016,Referred to Outside - RTO,NA,0.00,114,E FORDHAM RD,,BRONX,NY,10468,10452
VISION EXPRESS,Retail Store - 820,Misrepresentation - M01,10/27/2015,12/04/2015,No Satisfactory Agreement - NSA,No,0.00,9111,DUKE BLVD,,MASON,OH,45040,10031
"ALL ABOUT AUTOMOTIVE II, INC.",Tow Truck Company - 124,Misrepresentation - M01,05/28/2015,08/25/2015,Referred to Hearing - RTH,No,0.00,319,DEVOE ST,,BROOKLYN,NY,11211,11429
OMAR,Wearing Apparel - 450,Exchange Goods/Contract Cancelled - E01,04/28/2015,05/12/2015,Cash Amount - AMT,Yes,50.00,5217,CHURCH AVE,,BROOKLYN,NY,11203,11212
DELANCEY LEATHER,Misc Non-Food Retail - 817,Advertising/General - A01,06/16/2015,07/13/2015,No Satisfactory Agreement - NSA,No,0.00,625,ATLANTIC AVE,,BROOKLYN,NY,11217,
BIG JOE'S GENERAL RENOVATION & REMODELING CORP.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,09/21/2015,10/15/2015,Advised to Sue - ATS,No,0.00,87,CLINTON ST,,NEW YORK,NY,10002,11370
NEW ECUAMEX,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,05/13/2015,07/10/2015,Cash Amount - AMT,Yes,100.00,8744,BRITTON AVE,,ELMHURST,NY,11373,11372
